ID,Career Path,Field,Specialization,Required Skills
CP0110,Computer Science - Embedded Systems Developer,Computer Science,Embedded Systems Developer,"Machine Learning, Spring, Computer Vision, Blockchain, Ethical Hacking, Kubernetes, Cybersecurity, Scrum, SQL, System Design, NoSQL, GraphQL, Penetration Testing, Sketch, Networking, Responsive Design, Flask"
CP0111,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"Forecasting, Accounting, Tax Planning, Quantitative Analysis, Insurance Planning, R Programming, IPOs, VBA, Budgeting, GAAP, Series 7, SAS"
CP0112,Finance - Auditor,Finance,Auditor,"Series 63, SAS, Investment Management, Fixed Income, Equity Research, Financial Analysis, Bloomberg Terminal, Financial Modeling, Private Equity, Capital Markets"
CP0113,Healthcare - Pharmacist,Healthcare,Pharmacist,"Cardiology, Emergency Medicine, Public Health, Patient Assessment, Medical Coding, Laboratory Procedures, Epidemiology, Wound Care, Patient Education, CPT Codes"
CP0114,Healthcare - Mental Health Counselor,Healthcare,Mental Health Counselor,"Geriatrics, Patient Education, Healthcare Management, Clinical Trials, Diagnostic Testing, Mental Health, Pharmacology, Rehabilitation, Medical Billing, Medical Research, Laboratory Procedures, Surgical Procedures, Oncology, Care Planning"
CP0115,Computer Science - Cloud Architect,Computer Science,Cloud Architect,"Spark, CSS, Microservices, Android, C++, Spring, Node.js, Django, Data Analysis, Mobile Development, HTML, Responsive Design, DevOps, GraphQL, Kubernetes, Ethical Hacking, TensorFlow, AWS"
CP0116,Healthcare - Dentist,Healthcare,Dentist,"Treatment Planning, Mental Health, Medical Billing, Wound Care, Public Health, Medical Coding, Healthcare Regulations, ICD-10, Medical Terminology, Therapy, Patient Assessment, Pediatrics, Diagnostic Testing, Cardiology, Geriatrics, Electronic Health Records, Vital Signs, Clinical Trials"
CP0117,Finance - Compliance Officer,Finance,Compliance Officer,"Series 7, Capital Markets, Financial Statements, SAS, Hedge Funds, Bloomberg Terminal, Credit Analysis, GAAP, Fixed Income, IPOs, Investment Management, Estate Planning"
CP0118,Healthcare - Medical Researcher,Healthcare,Medical Researcher,"Pediatrics, Infection Control, Emergency Medicine, Care Planning, Pathology, Health Policy, Physiology, Patient Care, Medical Diagnosis, Medical Research, Oncology, Diagnostic Testing, CPT Codes, Radiology, Electronic Health Records, Public Health"
CP0119,Finance - Risk Manager,Finance,Risk Manager,"Capital Markets, Private Equity, FINRA, STATA, Regulatory Compliance, Python for Finance, Fixed Income, SAS, CFA, Risk Assessment, Hedge Funds, Estate Planning, VBA, Retirement Planning, Loan Underwriting, Investment Management, Series 7"
CP0120,Finance - Financial Advisor,Finance,Financial Advisor,"Bloomberg Terminal, IPOs, Budgeting, Financial Analysis, Excel, Insurance Planning, Forecasting, Algorithmic Trading, Financial Statements, Estate Planning, Hedge Funds, Accounting, Wealth Management, STATA, Regulatory Compliance, Investment Management, SAS"
CP0121,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Public Health, Pharmacology, Clinical Trials, Clinical Experience, Medical Records, Medical Research, Healthcare Management, Laboratory Procedures, Care Planning, Sterilization, Neurology"
CP0122,Finance - Trader,Finance,Trader,"Hedge Funds, Insurance Planning, Financial Statements, Portfolio Management, Series 7, Private Equity, Wealth Management, GAAP, Regulatory Compliance, Investment Management, Python for Finance, Credit Analysis, Series 63, VBA"
CP0123,Marketing - Content Strategist,Marketing,Content Strategist,"Event Marketing, CRM, Marketing Strategy, Marketing Metrics, Copywriting, Lead Generation, Google Ads, Digital Marketing, Facebook Ads, Media Relations, Content Creation, Photoshop, Customer Retention, Content Strategy, Competitive Analysis, Blogging, Marketing ROI, Illustrator, A/B Testing, Influencer Marketing"
CP0124,Healthcare - Physician,Healthcare,Physician,"Medication Administration, Neurology, Diagnostic Testing, Epidemiology, Cardiology, Nutrition, Healthcare Management, Healthcare IT, Vital Signs, Public Health, Infection Control, Wound Care, Clinical Experience, Patient Assessment, Patient Education, Care Planning, Oncology, Emergency Medicine, Medical Coding"
CP0125,Healthcare - Physician,Healthcare,Physician,"Cardiology, Medical Billing, Medical Terminology, Laboratory Procedures, Pharmacology, Medication Administration, Anatomy, Infection Control, Wellness, Care Planning, Medical Research, Patient Assessment, Epidemiology"
CP0126,Marketing - Social Media Manager,Marketing,Social Media Manager,"Product Positioning, SEO, Marketing Automation, Public Relations, Marketo, Customer Retention, Copywriting, Brand Management, Social Media Strategy, Growth Hacking, Mailchimp, Buffer, Customer Segmentation, Lead Generation"
CP0127,Finance - Trader,Finance,Trader,"Accounting, CFA, Python for Finance, Credit Analysis, Hedge Funds, Budgeting, Forecasting, Financial Statements, Portfolio Management, FINRA, Algorithmic Trading"
CP0128,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Medical Coding, Medical Research, Wellness, Surgical Procedures, Patient Assessment, Pharmacology, Patient Education, Vital Signs, HIPAA, Radiology, Pathology, Medical Terminology, Healthcare Management, Epidemiology, Physiology, Mental Health"
CP0129,Marketing - Public Relations Manager,Marketing,Public Relations Manager,"Campaign Management, Customer Segmentation, User Acquisition, Marketo, SEM, Google Analytics, Google Ads, HubSpot, Illustrator, Canva, Copywriting, Market Research, CRM, Mobile Marketing, Lead Generation, Customer Retention, Marketing Analytics, A/B Testing"
CP0130,Computer Science - Cybersecurity Analyst,Computer Science,Cybersecurity Analyst,"Angular, Agile, Computer Vision, Swift, SQL, Big Data, AWS, Scrum, Docker, Java, Sketch, Django, Mobile Development, RESTful APIs, Web Development, Flask, iOS, Cybersecurity, Ethical Hacking"
CP0131,Finance - Risk Manager,Finance,Risk Manager,"Due Diligence, Private Equity, Valuation, Estate Planning, IFRS, Regulatory Compliance, Loan Underwriting, Fixed Income, Algorithmic Trading, Equity Research"
CP0132,Healthcare - Mental Health Counselor,Healthcare,Mental Health Counselor,"Epidemiology, Medical Research, Wellness, Vital Signs, Public Health, Sterilization, Nutrition, Diagnostic Testing, Healthcare IT, Pathology, Geriatrics, Patient Assessment, Medical Diagnosis, Health Policy, Orthopedics, Radiology"
CP0133,Finance - Portfolio Manager,Finance,Portfolio Manager,"Estate Planning, Credit Analysis, Budgeting, Financial Statements, Hedge Funds, CFA, Loan Underwriting, Quantitative Analysis, Tax Planning, IPOs, Investment Management, SAS, Forecasting, STATA, Private Equity, Due Diligence, Derivatives, Financial Modeling"
CP0134,Finance - Investment Banker,Finance,Investment Banker,"IFRS, Loan Underwriting, Investment Management, CFA, Estate Planning, Bloomberg Terminal, Risk Assessment, R Programming, SAS, IPOs, Mergers & Acquisitions, Quantitative Analysis, STATA, Series 7, Financial Analysis, Credit Analysis, Forecasting, Private Equity"
CP0135,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"CPT Codes, Therapy, Patient Education, Physiology, Geriatrics, Nutrition, Pharmacology, ICD-10, Cardiology, Mental Health, Infection Control, Healthcare Regulations, Rehabilitation, Pathology, Patient Care, Electronic Health Records"
CP0136,Marketing - Marketing Director,Marketing,Marketing Director,"WordPress, SEM, User Acquisition, Canva, Affiliate Marketing, Marketing Strategy, Brand Management, Google Analytics, Content Creation, Illustrator, Campaign Management"
CP0137,Finance - Investment Banker,Finance,Investment Banker,"Wealth Management, Excel, Accounting, Portfolio Management, Financial Statements, FINRA, Series 63, Regulatory Compliance, Loan Underwriting, Estate Planning, VBA, GAAP, Capital Markets, R Programming, Investment Management, Bloomberg Terminal, Equity Research, IFRS, CFA, Derivatives"
CP0138,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Campaign Management, Copywriting, Customer Segmentation, Google Analytics, Content Strategy, Lead Generation, Marketing ROI, Customer Retention, Google Ads, CRM, Product Positioning"
CP0139,Computer Science - Network Engineer,Computer Science,Network Engineer,"JavaScript, HTML, Ethical Hacking, System Design, Node.js, Git, Python, UI Design, Spark, Adobe XD, UX Design, Azure, Scikit-learn, AWS"
CP0140,Computer Science - Game Developer,Computer Science,Game Developer,"TensorFlow, Scikit-learn, Adobe XD, PyTorch, Natural Language Processing, RESTful APIs, Node.js, iOS, Test-Driven Development, Web Development, React.js"
CP0141,Marketing - Marketing Director,Marketing,Marketing Director,"Product Positioning, Mailchimp, Campaign Management, Event Marketing, Market Research, WordPress, Social Media Marketing, User Acquisition, Content Marketing, Mobile Marketing, Email Marketing, Influencer Marketing"
CP0142,Marketing - Brand Manager,Marketing,Brand Manager,"HubSpot, Campaign Management, Photoshop, Affiliate Marketing, Brand Management, Facebook Ads, Media Relations, Google Analytics, Illustrator, Market Research, User Acquisition, CRM, Public Relations, Growth Hacking, A/B Testing"
CP0143,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"Oncology, Medical Diagnosis, Pharmacology, Healthcare IT, Vital Signs, Healthcare Regulations, Nutrition, Surgical Procedures, Medical Coding, Wound Care, Clinical Experience, Patient Assessment, Electronic Health Records, Emergency Medicine, Medication Administration, Treatment Planning, Pathology, Care Planning, Medical Research, Anatomy"
CP0144,Healthcare - Nutritionist,Healthcare,Nutritionist,"Medical Coding, Anatomy, Pathology, Health Policy, Patient Education, Epidemiology, Public Health, Laboratory Procedures, Sterilization, Wound Care, Radiology, Medical Records, Treatment Planning, Surgical Procedures, Medical Terminology, Geriatrics, Medication Administration, HIPAA, Clinical Trials, Healthcare IT"
CP0145,Healthcare - Medical Researcher,Healthcare,Medical Researcher,"Anatomy, Rehabilitation, Nutrition, Electronic Health Records, Pediatrics, Clinical Experience, Medical Coding, Treatment Planning, Physiology, Neurology, Cardiology, Geriatrics, Medical Billing, Pathology, Wellness, Medical Terminology, Public Health"
CP0146,Marketing - Marketing Analyst,Marketing,Marketing Analyst,"Lead Generation, Mobile Marketing, SEO, HubSpot, Competitive Analysis, Event Marketing, Affiliate Marketing, Campaign Management, Marketo, Conversion Rate Optimization, Content Marketing, Social Media Strategy, Facebook Ads"
CP0147,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Wellness, Pathology, Medical Diagnosis, CPT Codes, Surgical Procedures, Nutrition, Cardiology, Laboratory Procedures, Radiology, Patient Care, Clinical Experience, Medical Records, Therapy"
CP0148,Computer Science - Cybersecurity Analyst,Computer Science,Cybersecurity Analyst,"Data Visualization, Scrum, TensorFlow, Functional Programming, Data Analysis, System Design, Unity, JavaScript, React.js, UI Design"
CP0149,Finance - Auditor,Finance,Auditor,"Mergers & Acquisitions, GAAP, Algorithmic Trading, Forecasting, Derivatives, IPOs, Regulatory Compliance, Financial Analysis, Loan Underwriting, Insurance Planning, Series 63, VBA, Retirement Planning, IFRS, Financial Statements, Tax Planning, Wealth Management, Private Equity, Estate Planning, R Programming"
CP0150,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"Kotlin, Spring, Computer Vision, React.js, Django, Blockchain, Azure, Penetration Testing, Game Development, Big Data"
CP0151,Computer Science - Full-Stack Developer,Computer Science,Full-Stack Developer,"Agile, Git, Hadoop, Game Development, CI/CD, Blockchain, Sketch, Android, Adobe XD, Spring, NoSQL, Object-Oriented Programming, HTML, Machine Learning, Unreal Engine, Node.js, SQL, DevOps"
CP0152,Healthcare - Physical Therapist,Healthcare,Physical Therapist,"Pediatrics, Clinical Experience, Emergency Medicine, Wellness, Medication Administration, Healthcare Management, ICD-10, Public Health, Medical Records, Medical Billing, Treatment Planning, Medical Diagnosis"
CP0153,Finance - Financial Analyst,Finance,Financial Analyst,"Series 7, IFRS, Bloomberg Terminal, SAS, Financial Modeling, Retirement Planning, Fixed Income, Derivatives, Budgeting, Quantitative Analysis, Financial Analysis, Estate Planning, Risk Assessment, Capital Markets, GAAP, VBA, Portfolio Management, Equity Research, Hedge Funds"
CP0154,Finance - Investment Banker,Finance,Investment Banker,"Series 63, Bloomberg Terminal, Due Diligence, Retirement Planning, Risk Assessment, Hedge Funds, Equity Research, Fixed Income, Accounting, IFRS, Valuation, GAAP, Algorithmic Trading, Financial Modeling, Regulatory Compliance, Excel"
CP0155,Marketing - Public Relations Manager,Marketing,Public Relations Manager,"Market Research, Growth Hacking, Marketing Automation, SEO, Email Marketing, HubSpot, SEM, Marketing Strategy, Affiliate Marketing, Mobile Marketing, Social Media Marketing, Brand Management"
CP0156,Marketing - SEO Specialist,Marketing,SEO Specialist,"Market Research, Facebook Ads, HubSpot, Content Strategy, Digital Marketing, A/B Testing, Mailchimp, Adobe Creative Suite, SEO, Marketo"
CP0157,Computer Science - Backend Developer,Computer Science,Backend Developer,"C#, React.js, JavaScript, UX Design, Functional Programming, CI/CD, Blockchain, Computer Vision, Web Development, System Design, Flask, Test-Driven Development, Big Data, Networking, Spring, TensorFlow, Security, Data Analysis, Data Visualization, Ethical Hacking"
CP0158,Healthcare - Nutritionist,Healthcare,Nutritionist,"ICD-10, Healthcare Regulations, Anatomy, Laboratory Procedures, Medical Billing, Medical Records, Medical Research, HIPAA, Vital Signs, Medical Terminology, Sterilization, Physiology, Public Health, Clinical Experience, Care Planning"
CP0159,Healthcare - Nutritionist,Healthcare,Nutritionist,"Wound Care, Health Policy, Laboratory Procedures, Patient Assessment, CPT Codes, Epidemiology, Infection Control, Diagnostic Testing, Care Planning, Patient Education, Orthopedics, Medical Records, Radiology"
CP0160,Marketing - SEO Specialist,Marketing,SEO Specialist,"Marketing Metrics, Customer Segmentation, Marketing Analytics, Hootsuite, Affiliate Marketing, Social Media Strategy, Content Creation, Marketo, Google Analytics, Adobe Creative Suite, Marketing ROI, Conversion Rate Optimization, Public Relations, Growth Hacking, Marketing Strategy"
